case,k_index,valley,photon_energy_eV,left_spectrum_au,right_spectrum_au,eta_raw,eta_rounding_absolute_bound,strength_valid,display_valid,eta_display
3r-bilayer,49,Kprime,0.73,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.74,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.75,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.76,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.77,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.78,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.79,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.8,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.81,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.82,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.83,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.84,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.85,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.86,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.87,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.88,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.89,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.9,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.91,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.92,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.93,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.94,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.95,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.96,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.97,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.98,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,0.99,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.0,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.01,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.02,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.03,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.04,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.05,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.06,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.07,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.08,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.09,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.1,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.11,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.12,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.13,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.14,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.15,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.16,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.17,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.18,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.19,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.2,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.21,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.22,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.23,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.24,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.25,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.26,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.27,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.28,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.29,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.3,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.31,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.32,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.33,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.34,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.35,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.36,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.37,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.38,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.39,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.4,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.41,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.42,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.43,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.44,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.45,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.46,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.47,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,1.48,0.0001,0.0,1.0,1.0,0,0,
3r-bilayer,49,Kprime,1.49,0.0001,0.0,1.0,1.0,0,0,
3r-bilayer,49,Kprime,1.5,0.0003,0.0,1.0,0.33333333333333337,1,0,
3r-bilayer,49,Kprime,1.51,0.0005,0.0,1.0,0.2,1,0,
3r-bilayer,49,Kprime,1.52,0.0009,0.0,1.0,0.11111111111111112,1,0,
3r-bilayer,49,Kprime,1.53,0.0015,0.0,1.0,0.06666666666666667,1,0,
3r-bilayer,49,Kprime,1.54,0.0026,0.0,1.0,0.038461538461538464,1,0,
3r-bilayer,49,Kprime,1.55,0.0042,0.0,1.0,0.02380952380952381,1,0,
3r-bilayer,49,Kprime,1.56,0.0065,0.0,1.0,0.015384615384615385,1,0,
3r-bilayer,49,Kprime,1.57,0.0099,0.0,1.0,0.0101010101010101,1,0,
3r-bilayer,49,Kprime,1.58,0.0144,0.0,1.0,0.006944444444444445,1,0,
3r-bilayer,49,Kprime,1.59,0.0203,0.0,1.0,0.004926108374384237,1,1,1.0
3r-bilayer,49,Kprime,1.6,0.0274,0.0,1.0,0.0036496350364963502,1,1,1.0
3r-bilayer,49,Kprime,1.61,0.0357,0.0,1.0,0.0028011204481792717,1,1,1.0
3r-bilayer,49,Kprime,1.62,0.0447,0.0,1.0,0.002237136465324385,1,1,1.0
3r-bilayer,49,Kprime,1.63,0.0539,0.0,1.0,0.0018552875695732839,1,1,1.0
3r-bilayer,49,Kprime,1.64,0.0625,0.0,1.0,0.0016,1,1,1.0
3r-bilayer,49,Kprime,1.65,0.0698,0.0,1.0,0.0014326647564469914,1,1,1.0
3r-bilayer,49,Kprime,1.66,0.075,0.0,1.0,0.0013333333333333335,1,1,1.0
3r-bilayer,49,Kprime,1.67,0.0776,0.0,1.0,0.001288659793814433,1,1,1.0
3r-bilayer,49,Kprime,1.68,0.0774,0.0,1.0,0.0012919896640826874,1,1,1.0
3r-bilayer,49,Kprime,1.69,0.0747,0.0,1.0,0.0013386880856760374,1,1,1.0
3r-bilayer,49,Kprime,1.7,0.07,0.0,1.0,0.0014285714285714286,1,1,1.0
3r-bilayer,49,Kprime,1.71,0.0641,0.0,1.0,0.0015600624024961,1,1,1.0
3r-bilayer,49,Kprime,1.72,0.058,0.0,1.0,0.0017241379310344827,1,1,1.0
3r-bilayer,49,Kprime,1.73,0.0526,0.0,1.0,0.0019011406844106464,1,1,1.0
3r-bilayer,49,Kprime,1.74,0.0488,0.0,1.0,0.0020491803278688526,1,1,1.0
3r-bilayer,49,Kprime,1.75,0.0471,0.0,1.0,0.0021231422505307855,1,1,1.0
3r-bilayer,49,Kprime,1.76,0.0475,0.0,1.0,0.002105263157894737,1,1,1.0
3r-bilayer,49,Kprime,1.77,0.0498,0.0,1.0,0.0020080321285140565,1,1,1.0
3r-bilayer,49,Kprime,1.78,0.0535,0.0,1.0,0.001869158878504673,1,1,1.0
3r-bilayer,49,Kprime,1.79,0.0577,0.0,1.0,0.001733102253032929,1,1,1.0
3r-bilayer,49,Kprime,1.8,0.0615,0.0,1.0,0.0016260162601626016,1,1,1.0
3r-bilayer,49,Kprime,1.81,0.0641,0.0,1.0,0.0015600624024961,1,1,1.0
3r-bilayer,49,Kprime,1.82,0.0649,0.0,1.0,0.0015408320493066256,1,1,1.0
3r-bilayer,49,Kprime,1.83,0.0636,0.0,1.0,0.0015723270440251573,1,1,1.0
3r-bilayer,49,Kprime,1.84,0.06,0.0,1.0,0.0016666666666666668,1,1,1.0
3r-bilayer,49,Kprime,1.85,0.0546,0.0,1.0,0.0018315018315018315,1,1,1.0
3r-bilayer,49,Kprime,1.86,0.0478,0.0,1.0,0.0020920502092050207,1,1,1.0
3r-bilayer,49,Kprime,1.87,0.0403,0.0,1.0,0.0024813895781637717,1,1,1.0
3r-bilayer,49,Kprime,1.88,0.0327,0.0,1.0,0.0030581039755351682,1,1,1.0
3r-bilayer,49,Kprime,1.89,0.0255,0.0,1.0,0.003921568627450981,1,1,1.0
3r-bilayer,49,Kprime,1.9,0.0192,0.0,1.0,0.005208333333333334,1,0,
3r-bilayer,49,Kprime,1.91,0.0139,0.0,1.0,0.007194244604316547,1,0,
3r-bilayer,49,Kprime,1.92,0.0097,0.0,1.0,0.010309278350515464,1,0,
3r-bilayer,49,Kprime,1.93,0.0065,0.0,1.0,0.015384615384615385,1,0,
3r-bilayer,49,Kprime,1.94,0.0042,0.0,1.0,0.02380952380952381,1,0,
3r-bilayer,49,Kprime,1.95,0.0026,0.0,1.0,0.038461538461538464,1,0,
3r-bilayer,49,Kprime,1.96,0.0016,0.0,1.0,0.0625,1,0,
3r-bilayer,49,Kprime,1.97,0.0009,0.0,1.0,0.11111111111111112,1,0,
3r-bilayer,49,Kprime,1.98,0.0005,0.0,1.0,0.2,1,0,
3r-bilayer,49,Kprime,1.99,0.0003,0.0,1.0,0.33333333333333337,1,0,
3r-bilayer,49,Kprime,2.0,0.0001,0.0,1.0,1.0,0,0,
3r-bilayer,49,Kprime,2.01,0.0001,0.0,1.0,1.0,0,0,
3r-bilayer,49,Kprime,2.02,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.03,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.04,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.05,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.06,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.07,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.08,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.09,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.1,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.11,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.12,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.13,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.14,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.15,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.16,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.17,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.18,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.19,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.2,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.21,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.22,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.23,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.24,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.25,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.26,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.27,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.28,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.29,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.3,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.31,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.32,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.33,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.34,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.35,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.36,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.37,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.38,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.39,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.4,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.41,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.42,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.43,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.44,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.45,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.46,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.47,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.48,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.49,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.5,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.51,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.52,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.53,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.54,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.55,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.56,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.57,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.58,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.59,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.6,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.61,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.62,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.63,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.64,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.65,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.66,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.67,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.68,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.69,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.7,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.71,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.72,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.73,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.74,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.75,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.76,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.77,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.78,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.79,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.8,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.81,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.82,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.83,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.84,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.85,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.86,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.87,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.88,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.89,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.9,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.91,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.92,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.93,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.94,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.95,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.96,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.97,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.98,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,2.99,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.0,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.01,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.02,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.03,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.04,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.05,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.06,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.07,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.08,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.09,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.1,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.11,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.12,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.13,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.14,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.15,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.16,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.17,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.18,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.19,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.2,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.21,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.22,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.23,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.24,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.25,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.26,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.27,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.28,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.29,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.3,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.31,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.32,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.33,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.34,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.35,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.36,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.37,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.38,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.39,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.4,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.41,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.42,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.43,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.44,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.45,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.46,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.47,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.48,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.49,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.5,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.51,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.52,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.53,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.54,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.55,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.56,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.57,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.58,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.59,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.6,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.61,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.62,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.63,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.64,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.65,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.66,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.67,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.68,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.69,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.7,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.71,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.72,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.73,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.74,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.75,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.76,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.77,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.78,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.79,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.8,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.81,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.82,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.83,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.84,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.85,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.86,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.87,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.88,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.89,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.9,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.91,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.92,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.93,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.94,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.95,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.96,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.97,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.98,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,3.99,0.0,0.0,,,0,0,
3r-bilayer,49,Kprime,4.0,0.0,0.0,,,0,0,
